gene	transcript	chromosome	strand	source	TSS	cluster	id
Tcf12	ENSMUST00000183404.7	chr9	-	HAVANA	72111847	p1	Tcf12_p1
Tcf12	ENSMUST00000034755.12	chr9	-	HAVANA	72111821	p1	Tcf12_p1
Tcf12	ENSMUST00000184867.7	chr9	-	HAVANA	72111807	p1	Tcf12_p1
Tcf12	ENSMUST00000185117.7	chr9	-	HAVANA	72111651	p1	Tcf12_p1
Tcf12	ENSMUST00000184783.7	chr9	-	HAVANA	72111871	p1	Tcf12_p1
Tcf12	ENSMUST00000184523.7	chr9	-	HAVANA	72111812	p1	Tcf12_p1
Tcf12	ENSMUST00000183992.7	chr9	-	HAVANA	72111202	p2	Tcf12_p2
Tcf12	ENSMUST00000183492.7	chr9	-	HAVANA	72111772	p1	Tcf12_p1
Tcf12	ENSMUST00000184107.7	chr9	-	HAVANA	72111600	p1	Tcf12_p1
Tcf12	ENSMUST00000183594.1	chr9	-	HAVANA	72111792	p1	Tcf12_p1
Tcf12	ENSMUST00000184196.1	chr9	-	HAVANA	72111847	p1	Tcf12_p1
Tcf12	ENSMUST00000184806.1	chr9	-	HAVANA	72110481	p3	Tcf12_p3
Tcf25	ENSMUST00000212571.1	chr8	+	HAVANA	123373753	p1	Tcf25_p1
Tcf25	ENSMUST00000212470.1	chr8	+	HAVANA	123373784	p1	Tcf25_p1
Tcf25	ENSMUST00000108840.3	chr8	+	HAVANA	123373823	p1	Tcf25_p1
Tcf25	ENSMUST00000057934.9	chr8	+	HAVANA	123373824	p1	Tcf25_p1
Tcf25	ENSMUST00000211932.1	chr8	+	HAVANA	123373856	p1	Tcf25_p1
Tcf25	ENSMUST00000212569.1	chr8	+	HAVANA	123373873	p1	Tcf25_p1
Tcf3	ENSMUST00000105344.7	chr10	-	HAVANA	80433637	p1	Tcf3_p1
Tcf3	ENSMUST00000105345.9	chr10	-	HAVANA	80433647	p1	Tcf3_p1
Tcf3	ENSMUST00000105342.7	chr10	-	HAVANA	80433643	p1	Tcf3_p1
Tcf3	ENSMUST00000105343.7	chr10	-	HAVANA	80433647	p1	Tcf3_p1
Tcf3	ENSMUST00000105346.9	chr10	-	HAVANA	80433621	p1	Tcf3_p1
Tcf3	ENSMUST00000020377.12	chr10	-	HAVANA	80433621	p1	Tcf3_p1
Tcf3	ENSMUST00000105340.7	chr10	-	HAVANA	80433635	p1	Tcf3_p1
Tcf3	ENSMUST00000020379.12	chr10	-	HAVANA	80433635	p1	Tcf3_p1
Tcf7	ENSMUST00000086844.9	chr11	-	HAVANA	52282571	p1	Tcf7_p1
Tcf7	ENSMUST00000109071.2	chr11	-	HAVANA	52283331	p2	Tcf7_p2
Tcfl5	ENSMUST00000037877.10	chr2	-	HAVANA	180642708	p1	Tcfl5_p1
Tcfl5	ENSMUST00000161425.2	chr2	-	HAVANA	180642589	p1	Tcfl5_p1
Tcfl5	ENSMUST00000131881.1	chr2	-	HAVANA	180642347	p1	Tcfl5_p1
Tead1	ENSMUST00000084705.12	chr7	+	HAVANA	112679318	p1	Tead1_p1
Tead1	ENSMUST00000239442.1	chr7	+	ENSEMBL	112679320	p1	Tead1_p1
Tead1	ENSMUST00000239404.1	chr7	+	ENSEMBL	112679320	p1	Tead1_p1
Tead1	ENSMUST00000059768.17	chr7	+	HAVANA	112679320	p1	Tead1_p1
Tead1	ENSMUST00000106638.9	chr7	+	HAVANA	112679357	p1	Tead1_p1
Tead1	ENSMUST00000172065.7	chr7	+	HAVANA	112679510	p1	Tead1_p1
Tead2	ENSMUST00000033060.13	chr7	+	HAVANA	45215753	p1	Tead2_p1
Tead2	ENSMUST00000210570.1	chr7	+	HAVANA	45215791	p1	Tead2_p1
Tead2	ENSMUST00000211594.1	chr7	+	HAVANA	45215810	p1	Tead2_p1
Tead2	ENSMUST00000210447.1	chr7	+	HAVANA	45215823	p1	Tead2_p1
Tead2	ENSMUST00000211744.1	chr7	+	HAVANA	45215848	p1	Tead2_p1
Tead2	ENSMUST00000107801.9	chr7	+	HAVANA	45215852	p1	Tead2_p1
Tead2	ENSMUST00000209437.1	chr7	+	HAVANA	45216673	p2	Tead2_p2
Tead2	ENSMUST00000209708.1	chr7	+	HAVANA	45217211	p3	Tead2_p3
Tead2	ENSMUST00000097216.4	chr7	+	HAVANA	45217211	p3	Tead2_p3
Tead2	ENSMUST00000209343.1	chr7	+	HAVANA	45217213	p3	Tead2_p3
Tead2	ENSMUST00000209478.1	chr7	+	HAVANA	45231309	p4	Tead2_p4
Tead2	ENSMUST00000209222.1	chr7	+	HAVANA	45232148	p5	Tead2_p5
Tead4	ENSMUST00000006311.12	chr6	-	HAVANA	128300813	p1	Tead4_p1
Tead4	ENSMUST00000112157.3	chr6	-	HAVANA	128300813	p1	Tead4_p1
Tead4	ENSMUST00000133118.1	chr6	-	HAVANA	128300823	p1	Tead4_p1
Tead4	ENSMUST00000143004.1	chr6	-	HAVANA	128300738	p1	Tead4_p1
Terf1	ENSMUST00000188371.6	chr1	+	HAVANA	15805646	p1	Terf1_p1
Terf1	ENSMUST00000186565.6	chr1	+	HAVANA	15805657	p1	Terf1_p1
Terf1	ENSMUST00000027057.7	chr1	+	HAVANA	15805664	p1	Terf1_p1
Terf2	ENSMUST00000133925.7	chr8	-	HAVANA	107096545	p1	Terf2_p1
Terf2	ENSMUST00000142616.7	chr8	-	HAVANA	107096190	p1	Terf2_p1
Terf2	ENSMUST00000068421.12	chr8	-	ENSEMBL	107096545	p1	Terf2_p1
Terf2	ENSMUST00000068388.14	chr8	-	HAVANA	107096514	p1	Terf2_p1
Terf2	ENSMUST00000116425.2	chr8	-	HAVANA	107096547	p1	Terf2_p1
Tet2	ENSMUST00000098603.7	chr3	-	HAVANA	133544390	p1	Tet2_p1
Tet2	ENSMUST00000196398.4	chr3	-	HAVANA	133544368	p1	Tet2_p1
Tet2	ENSMUST00000197118.4	chr3	-	HAVANA	133545139	p2	Tet2_p2
Tet2	ENSMUST00000196292.1	chr3	-	HAVANA	133544302	p1	Tet2_p1
Tet2	ENSMUST00000195913.1	chr3	-	HAVANA	133544286	p1	Tet2_p1
Tfam	ENSMUST00000092430.10	chr10	-	HAVANA	71238280	p1	Tfam_p1
Tfam	ENSMUST00000105432.9	chr10	-	HAVANA	71238280	p1	Tfam_p1
Tfam	ENSMUST00000121685.7	chr10	-	HAVANA	71237678	p2	Tfam_p2
Tfam	ENSMUST00000152505.1	chr10	-	HAVANA	71237042	p3	Tfam_p3
Tfap2c	ENSMUST00000030391.8	chr2	+	HAVANA	172549593	p1	Tfap2c_p1
Tfap2c	ENSMUST00000128406.7	chr2	+	HAVANA	172550653	p2	Tfap2c_p2
Tfap2c	ENSMUST00000122982.1	chr2	+	HAVANA	172550764	p2	Tfap2c_p2
Tfap2c	ENSMUST00000099058.9	chr2	+	HAVANA	172550782	p2	Tfap2c_p2
Tfap2c	ENSMUST00000170744.1	chr2	+	ENSEMBL	172550991	p2	Tfap2c_p2
Tfap4	ENSMUST00000005862.8	chr16	-	HAVANA	4559854	p1	Tfap4_p1
Tfap4	ENSMUST00000230875.1	chr16	-	HAVANA	4558783	p2	Tfap4_p2
Tfb1m	ENSMUST00000041003.7	chr17	-	HAVANA	3557781	p1	Tfb1m_p1
Tfb1m	ENSMUST00000232131.1	chr17	-	HAVANA	3557754	p1	Tfb1m_p1
Tfb1m	ENSMUST00000232051.1	chr17	-	HAVANA	3557734	p1	Tfb1m_p1
Tfcp2l1	ENSMUST00000190652.1	chr1	+	HAVANA	118627945	p1	Tfcp2l1_p1
Tfcp2l1	ENSMUST00000027629.9	chr1	+	HAVANA	118627946	p1	Tfcp2l1_p1
Tfdp1	ENSMUST00000209885.1	chr8	+	HAVANA	13338751	p1	Tfdp1_p1
Tfdp1	ENSMUST00000209396.1	chr8	+	HAVANA	13338768	p1	Tfdp1_p1
Tfdp1	ENSMUST00000210501.1	chr8	+	HAVANA	13338791	p1	Tfdp1_p1
Tfdp1	ENSMUST00000211606.1	chr8	+	HAVANA	13338821	p1	Tfdp1_p1
Tfdp1	ENSMUST00000209282.1	chr8	+	HAVANA	13339326	p2	Tfdp1_p2
Tfdp1	ENSMUST00000210165.1	chr8	+	HAVANA	13339661	p2	Tfdp1_p2
Tfdp1	ENSMUST00000170909.1	chr8	+	ENSEMBL	13339674	p2	Tfdp1_p2
Tfdp2	ENSMUST00000165120.8	chr9	+	HAVANA	96196275	p1	Tfdp2_p1
Tfdp2	ENSMUST00000034982.15	chr9	+	HAVANA	96196304	p1	Tfdp2_p1
Tfdp2	ENSMUST00000188008.6	chr9	+	HAVANA	96196317	p1	Tfdp2_p1
Tfdp2	ENSMUST00000188750.6	chr9	+	HAVANA	96196337	p1	Tfdp2_p1
Tfdp2	ENSMUST00000185644.6	chr9	+	HAVANA	96196348	p1	Tfdp2_p1
Tfdp2	ENSMUST00000190709.6	chr9	+	HAVANA	96196380	p1	Tfdp2_p1
Tfdp2	ENSMUST00000186609.6	chr9	+	HAVANA	96258705	p2	Tfdp2_p2
Tfdp2	ENSMUST00000190104.6	chr9	+	HAVANA	96258742	p2	Tfdp2_p2
Tfdp2	ENSMUST00000179416.7	chr9	+	HAVANA	96258742	p2	Tfdp2_p2
Tfdp2	ENSMUST00000189606.6	chr9	+	HAVANA	96258759	p2	Tfdp2_p2
Tfdp2	ENSMUST00000179065.7	chr9	+	HAVANA	96259253	p3	Tfdp2_p3
Tfdp2	ENSMUST00000165768.3	chr9	+	HAVANA	96259285	p3	Tfdp2_p3
Tfe3	ENSMUST00000144715.1	chrX	+	HAVANA	7762560	p1	Tfe3_p1
Tfe3	ENSMUST00000132209.7	chrX	+	HAVANA	7762586	p1	Tfe3_p1
Tfe3	ENSMUST00000077680.9	chrX	+	HAVANA	7762658	p1	Tfe3_p1
Tfe3	ENSMUST00000079542.12	chrX	+	HAVANA	7762664	p1	Tfe3_p1
Tfe3	ENSMUST00000115679.7	chrX	+	HAVANA	7762676	p1	Tfe3_p1
Tfe3	ENSMUST00000137467.7	chrX	+	HAVANA	7762695	p1	Tfe3_p1
Tfe3	ENSMUST00000143680.7	chrX	+	HAVANA	7762697	p1	Tfe3_p1
Tfe3	ENSMUST00000115680.10	chrX	+	HAVANA	7762767	p1	Tfe3_p1
Tfe3	ENSMUST00000144900.1	chrX	+	HAVANA	7763943	p2	Tfe3_p2
Tfe3	ENSMUST00000115677.7	chrX	+	HAVANA	7763959	p2	Tfe3_p2
Tfe3	ENSMUST00000101695.8	chrX	+	HAVANA	7764041	p2	Tfe3_p2
Tfe3	ENSMUST00000115678.2	chrX	+	HAVANA	7764087	p2	Tfe3_p2
Tfeb	ENSMUST00000086932.9	chr17	+	HAVANA	47737030	p1	Tfeb_p1
Tfeb	ENSMUST00000126258.7	chr17	+	HAVANA	47737600	p2	Tfeb_p2
Tfeb	ENSMUST00000113288.7	chr17	+	HAVANA	47737928	p2	Tfeb_p2
Tfeb	ENSMUST00000113284.7	chr17	+	HAVANA	47738903	p3	Tfeb_p3
Tfeb	ENSMUST00000024786.13	chr17	+	HAVANA	47785720	p4	Tfeb_p4
Tgif1	ENSMUST00000059775.14	chr17	-	HAVANA	70851207	p1	Tgif1_p1
Tgif1	ENSMUST00000186358.5	chr17	-	HAVANA	70851069	p1	Tgif1_p1
Tgif1	ENSMUST00000166395.8	chr17	-	HAVANA	70851734	p2	Tgif1_p2
Tgif1	ENSMUST00000118283.7	chr17	-	HAVANA	70853546	p3	Tgif1_p3
Tgif1	ENSMUST00000132825.1	chr17	-	HAVANA	70851131	p1	Tgif1_p1
Tgif2	ENSMUST00000081335.12	chr2	+	HAVANA	156840007	p1	Tgif2_p1
Tgif2	ENSMUST00000073352.9	chr2	+	HAVANA	156840100	p1	Tgif2_p1
Tgif2	ENSMUST00000150078.1	chr2	+	HAVANA	156841022	p2	Tgif2_p2
Thap1	ENSMUST00000036807.12	chr8	+	HAVANA	26158141	p1	Thap1_p1
Thap1	ENSMUST00000130231.1	chr8	+	HAVANA	26158233	p1	Thap1_p1
Thap1	ENSMUST00000127536.1	chr8	+	HAVANA	26158255	p1	Thap1_p1
Thap1	ENSMUST00000209926.1	chr8	+	HAVANA	26158793	p2	Thap1_p2
Thap12	ENSMUST00000126356.7	chr7	+	HAVANA	98703103	p1	Thap12_p1
Thap12	ENSMUST00000033009.15	chr7	+	HAVANA	98703103	p1	Thap12_p1
Thap12	ENSMUST00000153566.1	chr7	+	HAVANA	98703328	p1	Thap12_p1
Thap12	ENSMUST00000146473.1	chr7	+	HAVANA	98709877	p2	Thap12_p2
Thap4	ENSMUST00000190116.6	chr1	-	HAVANA	93754780	p1	Thap4_p1
Thap4	ENSMUST00000112905.3	chr1	-	HAVANA	93754864	p1	Thap4_p1
Thap4	ENSMUST00000189173.1	chr1	-	HAVANA	93754650	p1	Thap4_p1
Thap7	ENSMUST00000100125.11	chr16	-	HAVANA	17531136	p1	Thap7_p1
Thap7	ENSMUST00000231548.1	chr16	-	HAVANA	17531047	p1	Thap7_p1
Thap7	ENSMUST00000232046.1	chr16	-	HAVANA	17530752	p1	Thap7_p1
Thap7	ENSMUST00000232114.1	chr16	-	HAVANA	17531112	p1	Thap7_p1
Thap7	ENSMUST00000232041.1	chr16	-	HAVANA	17531052	p1	Thap7_p1
Thap7	ENSMUST00000231424.1	chr16	-	HAVANA	17530791	p1	Thap7_p1
Thap7	ENSMUST00000231676.1	chr16	-	HAVANA	17530681	p1	Thap7_p1
Thap7	ENSMUST00000231288.1	chr16	-	HAVANA	17531055	p1	Thap7_p1
Thap7	ENSMUST00000231446.1	chr16	-	HAVANA	17531038	p1	Thap7_p1
Thap7	ENSMUST00000231623.1	chr16	-	HAVANA	17530656	p1	Thap7_p1
Thyn1	ENSMUST00000214910.1	chr9	+	HAVANA	26999710	p1	Thyn1_p1
Thyn1	ENSMUST00000213770.1	chr9	+	HAVANA	26999710	p1	Thyn1_p1
Thyn1	ENSMUST00000213683.1	chr9	+	HAVANA	26999720	p1	Thyn1_p1
Thyn1	ENSMUST00000039161.9	chr9	+	HAVANA	26999722	p1	Thyn1_p1
Thyn1	ENSMUST00000214458.1	chr9	+	HAVANA	26999728	p1	Thyn1_p1
Thyn1	ENSMUST00000217143.1	chr9	+	HAVANA	27003060	p2	Thyn1_p2
Tmf1	ENSMUST00000095664.5	chr6	-	HAVANA	97179122	p1	Tmf1_p1
Tmf1	ENSMUST00000124173.7	chr6	-	HAVANA	97179037	p1	Tmf1_p1
Tox4	ENSMUST00000022766.7	chr14	+	HAVANA	52279146	p1	Tox4_p1
Tox4	ENSMUST00000152493.1	chr14	+	HAVANA	52279565	p2	Tox4_p2
Tox4	ENSMUST00000172655.1	chr14	+	HAVANA	52279617	p2	Tox4_p2
Tox4	ENSMUST00000137753.1	chr14	+	HAVANA	52279732	p2	Tox4_p2
Trim28	ENSMUST00000209577.1	chr7	+	HAVANA	12999114	p1	Trim28_p1
Trim28	ENSMUST00000005705.7	chr7	+	HAVANA	13024152	p2	Trim28_p2
Trp53	ENSMUST00000171247.7	chr11	+	ENSEMBL	69580359	p1	Trp53_p1
Trp53	ENSMUST00000108658.9	chr11	+	ENSEMBL	69580359	p1	Trp53_p1
Trp53	ENSMUST00000005371.11	chr11	+	HAVANA	69580359	p1	Trp53_p1
Trp53	ENSMUST00000147512.1	chr11	+	HAVANA	69580402	p1	Trp53_p1
Trp53	ENSMUST00000108657.3	chr11	+	HAVANA	69580405	p1	Trp53_p1
Trp73	ENSMUST00000133533.7	chr4	-	HAVANA	154097173	p1	Trp73_p1
Trp73	ENSMUST00000097762.10	chr4	-	HAVANA	154097173	p1	Trp73_p1
Trp73	ENSMUST00000105643.7	chr4	-	HAVANA	154097167	p1	Trp73_p1
Trp73	ENSMUST00000097763.9	chr4	-	HAVANA	154097167	p1	Trp73_p1
Tsc22d1	ENSMUST00000110888.7	chr14	+	HAVANA	76414961	p1	Tsc22d1_p1
Tsc22d1	ENSMUST00000048371.14	chr14	+	HAVANA	76415587	p2	Tsc22d1_p2
Tsc22d1	ENSMUST00000177333.1	chr14	+	HAVANA	76416114	p3	Tsc22d1_p3
Tsc22d1	ENSMUST00000177207.1	chr14	+	HAVANA	76504214	p4	Tsc22d1_p4
Tsc22d1	ENSMUST00000022587.9	chr14	+	HAVANA	76504478	p4	Tsc22d1_p4
Tsc22d1	ENSMUST00000134109.1	chr14	+	HAVANA	76504530	p4	Tsc22d1_p4
Tsix	ENSMUST00000152916.1	chrX	+	HAVANA	103431517	p1	Tsix_p1
Tsix	ENSMUST00000211291.1	chrX	+	HAVANA	103447722	p2	Tsix_p2
Tslrn1	ENSMUST00000133350.7	chrX	-	HAVANA	62516069	p1	Tslrn1_p1
Ttf1	ENSMUST00000100237.3	chr2	+	HAVANA	29060262	p1	Ttf1_p1
Ttf1	ENSMUST00000142786.7	chr2	+	HAVANA	29060266	p1	Ttf1_p1
Ubp1	ENSMUST00000084885.11	chr9	+	ENSEMBL	113930934	p1	Ubp1_p1
Ubp1	ENSMUST00000009885.13	chr9	+	ENSEMBL	113930934	p1	Ubp1_p1
Ubp1	ENSMUST00000214095.1	chr9	+	HAVANA	113931435	p2	Ubp1_p2
Ubp1	ENSMUST00000116492.2	chr9	+	ENSEMBL	113931564	p2	Ubp1_p2
Ubp1	ENSMUST00000216891.1	chr9	+	HAVANA	113931629	p2	Ubp1_p2
Ubp1	ENSMUST00000216558.1	chr9	+	HAVANA	113931654	p2	Ubp1_p2
Ubtf	ENSMUST00000079589.10	chr11	-	HAVANA	102316680	p1	Ubtf_p1
Ubtf	ENSMUST00000107115.7	chr11	-	HAVANA	102316704	p1	Ubtf_p1
Ubtf	ENSMUST00000107117.8	chr11	-	HAVANA	102317871	p2	Ubtf_p2
Ubtf	ENSMUST00000107119.8	chr11	-	HAVANA	102317287	p3	Ubtf_p3
Ubtf	ENSMUST00000107123.9	chr11	-	HAVANA	102317635	p2	Ubtf_p2
Ubtf	ENSMUST00000173870.7	chr11	-	HAVANA	102319742	p4	Ubtf_p4
Ubtf	ENSMUST00000146896.8	chr11	-	HAVANA	102316675	p1	Ubtf_p1
Ubtf	ENSMUST00000128016.1	chr11	-	HAVANA	102316705	p1	Ubtf_p1
Usf1	ENSMUST00000159207.7	chr1	+	HAVANA	171411313	p1	Usf1_p1
Usf1	ENSMUST00000001284.12	chr1	+	HAVANA	171411313	p1	Usf1_p1
Usf1	ENSMUST00000161241.7	chr1	+	HAVANA	171411313	p1	Usf1_p1
Usf1	ENSMUST00000161297.7	chr1	+	HAVANA	171411326	p1	Usf1_p1
Usf1	ENSMUST00000160335.7	chr1	+	HAVANA	171411334	p1	Usf1_p1
Usf1	ENSMUST00000159466.1	chr1	+	HAVANA	171411374	p1	Usf1_p1
Usf1	ENSMUST00000160486.7	chr1	+	HAVANA	171411384	p1	Usf1_p1
Usf1	ENSMUST00000167546.1	chr1	+	ENSEMBL	171411681	p1	Usf1_p1
Usf2	ENSMUST00000058860.13	chr7	-	HAVANA	30956803	p1	Usf2_p1
Usf2	ENSMUST00000167285.7	chr7	-	HAVANA	30956176	p2	Usf2_p2
Usf2	ENSMUST00000170442.7	chr7	-	HAVANA	30956239	p2	Usf2_p2
Usf2	ENSMUST00000171338.7	chr7	-	HAVANA	30956757	p1	Usf2_p1
Usf2	ENSMUST00000162228.8	chr7	-	HAVANA	30956757	p1	Usf2_p1
Usf2	ENSMUST00000170699.7	chr7	-	HAVANA	30956757	p1	Usf2_p1
Usf2	ENSMUST00000172417.2	chr7	-	HAVANA	30956757	p1	Usf2_p1
Usf2	ENSMUST00000108119.9	chr7	-	HAVANA	30956766	p1	Usf2_p1
Usf2	ENSMUST00000169496.7	chr7	-	HAVANA	30955450	p3	Usf2_p3
Usf2	ENSMUST00000166340.1	chr7	-	HAVANA	30955906	p2	Usf2_p2
Usf2	ENSMUST00000168731.1	chr7	-	HAVANA	30956650	p1	Usf2_p1
Wdhd1	ENSMUST00000187531.7	chr14	-	HAVANA	47276832	p1	Wdhd1_p1
Wdhd1	ENSMUST00000111792.8	chr14	-	HAVANA	47276857	p1	Wdhd1_p1
Wdhd1	ENSMUST00000227041.1	chr14	-	HAVANA	47256261	p2	Wdhd1_p2
Wdhd1	ENSMUST00000111790.1	chr14	-	HAVANA	47276832	p1	Wdhd1_p1
Wdhd1	ENSMUST00000139124.1	chr14	-	HAVANA	47276807	p1	Wdhd1_p1
Xbp1	ENSMUST00000063084.15	chr11	+	HAVANA	5520659	p1	Xbp1_p1
Xbp1	ENSMUST00000239150.1	chr11	+	HAVANA	5520995	p1	Xbp1_p1
Xbp1	ENSMUST00000145588.1	chr11	+	HAVANA	5521005	p1	Xbp1_p1
Xbp1	ENSMUST00000149623.7	chr11	+	HAVANA	5521663	p2	Xbp1_p2
Xbp1	ENSMUST00000149159.2	chr11	+	HAVANA	5521923	p2	Xbp1_p2
Xert	SCHULZTMM01	chrX	+	AG_Schulz_assembly	103637012	p1	Xert_p1
Xert	SCHULZTMM02	chrX	+	AG_Schulz_assembly	103637012	p1	Xert_p1
Xert	SCHULZTMM03	chrX	+	AG_Schulz_assembly	103637012	p1	Xert_p1
Xert	SCHULZTMM04	chrX	+	AG_Schulz_assembly	103637012	p1	Xert_p1
Xert	SCHULZTMM05	chrX	+	AG_Schulz_assembly	103637012	p1	Xert_p1
Ybx1	ENSMUST00000079644.12	chr4	-	HAVANA	119294604	p1	Ybx1_p1
Ybx1	ENSMUST00000145976.1	chr4	-	HAVANA	119279450	p2	Ybx1_p2
Ybx1	ENSMUST00000139897.7	chr4	-	HAVANA	119294490	p1	Ybx1_p1
Ybx1	ENSMUST00000142884.1	chr4	-	HAVANA	119294480	p1	Ybx1_p1
Ybx1	ENSMUST00000152733.1	chr4	-	HAVANA	119294500	p1	Ybx1_p1
Ybx3	ENSMUST00000032309.12	chr6	-	HAVANA	131388438	p1	Ybx3_p1
Ybx3	ENSMUST00000087865.3	chr6	-	HAVANA	131388476	p1	Ybx3_p1
Yeats4	ENSMUST00000218887.1	chr10	-	HAVANA	117224490	p1	Yeats4_p1
Yeats4	ENSMUST00000020382.7	chr10	-	HAVANA	117224507	p1	Yeats4_p1
Zbed4	ENSMUST00000041297.14	chr15	+	HAVANA	88751660	p1	Zbed4_p1
Zbed4	ENSMUST00000160975.1	chr15	+	HAVANA	88751760	p1	Zbed4_p1
Zbtb17	ENSMUST00000006377.12	chr4	+	HAVANA	141444654	p1	Zbtb17_p1
Zbtb17	ENSMUST00000142438.7	chr4	+	HAVANA	141444684	p1	Zbtb17_p1
Zbtb17	ENSMUST00000142020.7	chr4	+	HAVANA	141444699	p1	Zbtb17_p1
Zbtb17	ENSMUST00000144899.1	chr4	+	HAVANA	141444706	p1	Zbtb17_p1
Zbtb2	ENSMUST00000100077.4	chr10	-	HAVANA	4387475	p1	Zbtb2_p1
Zbtb2	ENSMUST00000100078.9	chr10	-	HAVANA	4388108	p2	Zbtb2_p2
Zbtb21	ENSMUST00000232010.1	chr16	-	HAVANA	97962615	p1	Zbtb21_p1
Zbtb21	ENSMUST00000113734.8	chr16	-	HAVANA	97962621	p1	Zbtb21_p1
Zbtb21	ENSMUST00000063605.14	chr16	-	HAVANA	97962615	p1	Zbtb21_p1
Zbtb21	ENSMUST00000052089.8	chr16	-	HAVANA	97962609	p1	Zbtb21_p1
Zbtb21	ENSMUST00000232187.1	chr16	-	HAVANA	97962593	p1	Zbtb21_p1
Zbtb21	ENSMUST00000231263.1	chr16	-	HAVANA	97962601	p1	Zbtb21_p1
Zbtb21	ENSMUST00000231560.1	chr16	-	HAVANA	97962622	p1	Zbtb21_p1
Zbtb24	ENSMUST00000080771.9	chr10	+	HAVANA	41450383	p1	Zbtb24_p1
Zbtb24	ENSMUST00000213797.1	chr10	+	HAVANA	41450427	p1	Zbtb24_p1
Zbtb24	ENSMUST00000216656.1	chr10	+	HAVANA	41450435	p1	Zbtb24_p1
Zbtb32	ENSMUST00000108151.2	chr7	-	HAVANA	30592942	p1	Zbtb32_p1
Zbtb32	ENSMUST00000108150.1	chr7	-	HAVANA	30598869	p2	Zbtb32_p2
Zbtb32	ENSMUST00000144532.1	chr7	-	HAVANA	30598909	p2	Zbtb32_p2
Zbtb33	ENSMUST00000049740.2	chrX	+	ENSEMBL	38189793	p1	Zbtb33_p1
Zbtb33	ENSMUST00000115142.2	chrX	+	HAVANA	38189812	p1	Zbtb33_p1
Zbtb33	ENSMUST00000131124.1	chrX	+	HAVANA	38189834	p1	Zbtb33_p1
Zbtb41	ENSMUST00000200243.4	chr1	+	HAVANA	139422288	p1	Zbtb41_p1
Zbtb41	ENSMUST00000039867.9	chr1	+	HAVANA	139422382	p1	Zbtb41_p1
Zbtb41	ENSMUST00000199011.1	chr1	+	HAVANA	139423654	p2	Zbtb41_p2
Zbtb43	ENSMUST00000028125.11	chr2	-	HAVANA	33468532	p1	Zbtb43_p1
Zbtb43	ENSMUST00000113156.1	chr2	-	HAVANA	33468505	p1	Zbtb43_p1
Zbtb43	ENSMUST00000126442.1	chr2	-	HAVANA	33468559	p1	Zbtb43_p1
Zbtb44	ENSMUST00000216649.1	chr9	+	HAVANA	31030644	p1	Zbtb44_p1
Zbtb44	ENSMUST00000115222.9	chr9	+	HAVANA	31030646	p1	Zbtb44_p1
Zbtb44	ENSMUST00000217092.1	chr9	+	HAVANA	31053239	p2	Zbtb44_p2
Zbtb44	ENSMUST00000167346.1	chr9	+	ENSEMBL	31053296	p2	Zbtb44_p2
Zbtb44	ENSMUST00000214585.1	chr9	+	HAVANA	31053307	p2	Zbtb44_p2
Zbtb45	ENSMUST00000210282.1	chr7	-	HAVANA	13009800	p1	Zbtb45_p1
Zbtb45	ENSMUST00000172240.1	chr7	-	ENSEMBL	13009822	p1	Zbtb45_p1
Zbtb45	ENSMUST00000051390.8	chr7	-	HAVANA	13009830	p1	Zbtb45_p1
Zbtb45	ENSMUST00000209997.1	chr7	-	HAVANA	13009830	p1	Zbtb45_p1
Zbtb45	ENSMUST00000210108.1	chr7	-	HAVANA	13010034	p1	Zbtb45_p1
Zbtb6	ENSMUST00000053098.5	chr2	-	ENSEMBL	37430919	p1	Zbtb6_p1
Zbtb6	ENSMUST00000112932.1	chr2	-	HAVANA	37443171	p2	Zbtb6_p2
Zbtb7b	ENSMUST00000029677.8	chr3	-	HAVANA	89393362	p1	Zbtb7b_p1
Zbtb7b	ENSMUST00000126027.7	chr3	-	HAVANA	89393678	p1	Zbtb7b_p1
Zbtb7b	ENSMUST00000142119.1	chr3	-	HAVANA	89393342	p1	Zbtb7b_p1
Zbtb7b	ENSMUST00000148361.7	chr3	-	HAVANA	89393378	p1	Zbtb7b_p1
Zbtb7b	ENSMUST00000124783.7	chr3	-	HAVANA	89393635	p1	Zbtb7b_p1
Zbtb7b	ENSMUST00000139094.1	chr3	-	HAVANA	89394776	p2	Zbtb7b_p2
Zfp1	ENSMUST00000212072.1	chr8	+	HAVANA	111643401	p1	Zfp1_p1
Zfp1	ENSMUST00000212206.1	chr8	+	HAVANA	111643480	p1	Zfp1_p1
Zfp1	ENSMUST00000077791.7	chr8	+	HAVANA	111643506	p1	Zfp1_p1
Zfp1	ENSMUST00000211926.1	chr8	+	HAVANA	111643537	p1	Zfp1_p1
Zfp105	ENSMUST00000051667.13	chr9	+	HAVANA	122923072	p1	Zfp105_p1
Zfp105	ENSMUST00000148851.1	chr9	+	HAVANA	122923099	p1	Zfp105_p1
Zfp110	ENSMUST00000004614.14	chr7	+	HAVANA	12834761	p1	Zfp110_p1
Zfp110	ENSMUST00000154011.7	chr7	+	HAVANA	12834816	p1	Zfp110_p1
Zfp110	ENSMUST00000148041.1	chr7	+	HAVANA	12835037	p1	Zfp110_p1
Zfp110	ENSMUST00000168247.1	chr7	+	ENSEMBL	12835483	p2	Zfp110_p2
